filename,公司全称,公司简称,公司代码,制度名称,落款日期,制度分类,法规依据,关联公告名称,决策机构,篇幅页码,字数
145991308_2025-10-13_凯发电气：信息披露暂缓与豁免管理制度.PDF,天津凯发电气股份有限公司,凯发电气,未找到,信息披露暂缓与豁免管理制度,2025-10-01,信息披露豁免及暂缓制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《上市公司信息披露管理办法》;《上市公司信息披露暂缓与豁免管理规定》;《深圳证券交易所创业板股票上市规则》;《深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作》;《天津凯发电气股份有限公司章程》,145991316_2025-10-13_凯发电气：年报信息披露重大差错责任追究制度.PDF,董事会,4,2345
145991316_2025-10-13_凯发电气：年报信息披露重大差错责任追究制度.PDF,天津凯发电气股份有限公司,天津凯发电气,未找到,年报信息披露重大差错责任追究制度,2025-10-01,信息披露差错追究制度,《中华人民共和国证券法》;《上市公司信息披露管理办法》;《上市公司治理准则》;《深圳证券交易所创业板股票上市规则》;《深圳证券交易所上市公司自律监管指引——创业板上市公司规范运作》;《中华人民共和国会计法》;《企业会计准则》;《公开发行证券的公司信息披露编报规则第15号——财务报告的一般规定》;《公开发行证券的公司信息披露内容与格式准则第2号——年度报告的内容与格式》;《公开发行证券的公司信息披露编报规则第19号—财务信息的更正及相关披露》,未找到,董事会,6,3716
145991406_2025-10-13_科华生物：关联交易管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,科华生物,未找到,关联交易管理制度,未找到,关联交易制度,中华人民共和国公司法;中华人民共和国证券法;深圳证券交易所股票上市规则,145991408_2025-10-13_科华生物：独立董事工作制度（2025年10月修订）.PDF,股东会,11,7822
145991408_2025-10-13_科华生物：独立董事工作制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,独立董事工作制度,未找到,独立董事工作制度,中华人民共和国公司法;中华人民共和国证券法;上市公司独立董事管理办法;深圳证券交易所股票上市规则;上海科华生物工程股份有限公司章程,未找到,股东会,13,8548
145991409_2025-10-13_科华生物：信息披露管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,信息披露管理制度,未找到,信息披露管理办法,中华人民共和国公司法;中华人民共和国证券法;上市公司信息披露管理办法;深圳证券交易所股票上市规则;深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作;中国证监会发布的信息披露的内容与格式准则,未找到,董事会,20,14197
145991410_2025-10-13_科华生物：公司章程（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,上海科华生物工程股份有限公司章程,2025-10-01,公司章程,《中华人民共和国公司法》;《中华人民共和国证券法》,未找到,股东会,52,38935
145991412_2025-10-13_科华生物：独立董事专门会议制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,独立董事专门会议制度,未找到,独立董事专门会议制度,中华人民共和国公司法;上市公司独立董事管理办法;深圳证券交易所股票上市规则,未找到,董事会,3,1657
145991413_2025-10-13_科华生物：董事会议事规则（2025年10月修订）.PDF,上海科华生物工程股份有限公司,科华生物,未找到,董事会议事规则,未找到,董事会议事规则,中华人民共和国公司法；上市公司治理准则；深圳证券交易所股票上市规则；上市公司独立董事管理办法；上海科华生物工程股份有限公司章程,145991406_2025-10-13_科华生物：关联交易管理制度（2025年10月修订）.PDF,董事会,14,10053
145991414_2025-10-13_科华生物：总裁工作细则（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,总裁工作细则,未找到,总裁工作细则,中华人民共和国公司法,未找到,董事会,6,3714
145991415_2025-10-13_科华生物：股东会议事规则（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,股东会议事规则,2025-10-01,股东大会议事规则,《中华人民共和国公司法》;《上海科华生物工程股份有限公司章程》;《上市公司股东会规则》;《深圳证券交易所股票上市规则》;《上市公司治理准则》,未找到,股东会,11,8838
145991416_2025-10-13_科华生物：董事会提名委员会工作细则（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,董事会提名委员会工作细则,未找到,董事会提名委员会议事规则,中华人民共和国公司法;上市公司治理准则;上市公司独立董事管理办法;上海科华生物工程股份有限公司章程,未找到,董事会,3,1768
145991421_2025-10-13_科华生物：信息披露暂缓与豁免管理制度（2025年10月）.PDF,上海科华生物工程股份有限公司,科华生物,未找到,信息披露暂缓与豁免管理制度,2025-10-01,信息披露豁免及暂缓制度,中华人民共和国保守国家秘密法;中华人民共和国证券法;上市公司信息披露管理办法;上市公司信息披露暂缓与豁免管理规定;深圳证券交易所股票上市规则;上海科华生物工程股份有限公司章程,145991406_2025-10-13_科华生物：关联交易管理制度（2025年10月修订）.PDF,董事会,3,2329
145991422_2025-10-13_科华生物：董事、高级管理人员所持本公司股份及其变动管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,董事、高级管理人员所持本公司股份及其变动管理制度,未找到,董监高持股变动管理制度,中华人民共和国公司法;中华人民共和国证券法;上市公司董事和高级管理人员所持本公司股份及其变动管理规则;深圳证券交易所上市公司自律监管指引第18号——股东及董事、高级管理人员减持股份,未找到,董事会,6,4041
145991423_2025-10-13_科华生物：募集资金管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,募集资金管理制度,未找到,募集资金管理制度,中华人民共和国公司法;中华人民共和国证券法;上市公司募集资金监管规则;深圳证券交易所股票上市规则;深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作;上海科华生物工程股份有限公司章程,未找到,股东会,10,7048
145991424_2025-10-13_科华生物：财务管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,财务管理制度,未找到,其它治理制度,《中华人民共和国会计法》;《企业会计准则》;《会计基础工作规范》;《企业财务通则》,未找到,董事会,20,12891
145991425_2025-10-13_科华生物：套期保值业务管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,套期保值业务管理制度,未找到,套期保值及衍生品管理制度,《中华人民共和国公司法》;《上市公司信息披露管理办法》;《深圳证券交易所股票上市规则》;《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》;《深圳证券交易所上市公司自律监管指引第7号——交易与关联交易》;《上海科华生物工程股份有限公司章程》,未找到,董事会,4,2495
145991426_2025-10-13_科华生物：董事会薪酬与考核委员会工作细则（2025年10月修订）.PDF,上海科华生物工程股份有限公司,科华生物,未找到,董事会薪酬与考核委员会工作细则,2025-10-01,董事会薪酬与考核委员会议事规则,中华人民共和国公司法;上市公司治理准则;上市公司独立董事管理办法;上海科华生物工程股份有限公司章程,145991406_2025-10-13_科华生物：关联交易管理制度（2025年10月修订）.PDF,董事会,3,2070
145991427_2025-10-13_科华生物：会计师事务所选聘制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,会计师事务所选聘制度,未找到,会计师事务所选聘制度,中华人民共和国公司法;中华人民共和国证券法,未找到,股东会,7,4574
145991429_2025-10-13_科华生物：投资者关系管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,投资者关系管理制度,未找到,投资者关系制度,中华人民共和国公司法;中华人民共和国证券法;深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作;上市公司投资者关系管理工作指引,未找到,董事会,7,4861
145991430_2025-10-13_科华生物：董事会战略委员会工作细则（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,董事会战略委员会工作细则,未找到,董事会战略委员会议事规则,中华人民共和国公司法;上市公司治理准则;上市公司独立董事管理办法,未找到,董事会,3,1546
145991431_2025-10-13_科华生物：董事会审计委员会工作细则（2025年10月修订）.PDF,上海科华生物工程股份有限公司,科华生物,未找到,董事会审计委员会工作细则,未找到,董事会审计委员会议事规则,中华人民共和国公司法;上市公司治理准则;上市公司独立董事管理办法;上海科华生物工程股份有限公司章程,145991406_2025-10-13_科华生物：关联交易管理制度（2025年10月修订）.PDF,董事会,6,4051
145991433_2025-10-13_科华生物：内幕信息知情人登记管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,科华生物,未找到,内幕信息知情人登记管理制度,2025-10-01,内幕信息知情人制度,中华人民共和国公司法;中华人民共和国证券法;上市公司信息披露管理办法;上市公司监管指引第5号——上市公司内幕信息知情人登记管理制度;深圳证券交易所股票上市规则;深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作;公司章程,145991406_2025-10-13_科华生物：关联交易管理制度（2025年10月修订）.PDF,董事会,6,4251
145991434_2025-10-13_科华生物：董事薪酬管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,董事薪酬管理制度,未找到,薪酬管理制度,《公司董事会薪酬与考核委员会工作细则》;《上海科华生物工程股份有限公司公司章程》;《上市公司独立董事规则》,未找到,股东会,2,831
145991435_2025-10-13_科华生物：内部审计制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,科华生物,未找到,内部审计制度,未找到,内部审计制度,中华人民共和国审计法;深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作,145991406_2025-10-13_科华生物：关联交易管理制度（2025年10月修订）.PDF,董事会,6,3967
145991436_2025-10-13_科华生物：董事会秘书工作制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,董事会秘书工作制度,未找到,董事会秘书制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《深圳证券交易所股票上市规则》;《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》;《上海科华生物工程股份有限公司章程》,未找到,董事会,5,2945
145991437_2025-10-13_科华生物：投资管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,科华生物,未找到,投资管理制度,未找到,对外投资制度,中华人民共和国公司法;中华人民共和国证券法;上市公司治理准则;深圳证券交易所股票上市规则,145991406_2025-10-13_科华生物：关联交易管理制度（2025年10月修订）.PDF,董事会,6,4311
145991438_2025-10-13_科华生物：控股子公司管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,上海科华生物工程,未找到,控股子公司管理制度,未找到,子公司管理制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《深圳证券交易所股票上市规则》;《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》,未找到,董事会,6,4503
145991439_2025-10-13_科华生物：对外担保管理制度（2025年10月修订）.PDF,上海科华生物工程股份有限公司,科华生物,未找到,对外担保管理制度,2025-10-01,对外担保制度,中华人民共和国公司法;中华人民共和国证券法;深圳证券交易所股票上市规则;上海科华生物工程股份有限公司章程,145991406_2025-10-13_科华生物：关联交易管理制度（2025年10月修订）.PDF,股东会,5,3586
145991465_2025-10-13_天府文旅：《战略委员会议事规则》（2025年10月）.PDF,成都新天府文化旅游发展股份有限公司,成都新天府文化旅游发展,未找到,战略委员会议事规则,2025-10-01,董事会战略委员会议事规则,中华人民共和国公司法;上市公司治理准则;深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作;成都新天府文化旅游发展股份有限公司章程,145991470_2025-10-13_天府文旅：《成都新天府文化旅游发展股份有限公司章程》（2025年10月）.PDF,董事会,5,2917
145991467_2025-10-13_天府文旅：《独立董事制度》（2025年10月）.PDF,成都新天府文化旅游发展股份有限公司,成都新天府文化旅游发展,未找到,独立董事制度,2025-10-01,独立董事工作制度,《中华人民共和国公司法》；《上市公司独立董事管理办法》；《深圳证券交易所股票上市规则》；《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》；《成都新天府文化旅游发展股份有限公司章程》,145991470_2025-10-13_天府文旅：《成都新天府文化旅游发展股份有限公司章程》（2025年10月）.PDF,股东会,12,7942
145991469_2025-10-13_天府文旅：《审计委员会议事规则》（2025年10月）.PDF,成都新天府文化旅游发展股份有限公司,成都新天府文化旅游发展,未找到,审计委员会议事规则,2025-10-01,董事会审计委员会议事规则,中华人民共和国公司法;上市公司治理准则;上市公司独立董事管理办法;公司章程,145991470_2025-10-13_天府文旅：《成都新天府文化旅游发展股份有限公司章程》（2025年10月）.PDF,董事会,7,4327
145991470_2025-10-13_天府文旅：《成都新天府文化旅游发展股份有限公司章程》（2025年10月）.PDF,成都新天府文化旅游发展股份有限公司,成都新天府文化旅游发展,未找到,成都新天府文化旅游发展股份有限公司章程,2025-10-01,公司章程,中华人民共和国公司法;中华人民共和国证券法;上市公司章程指引;中国共产党章程,未找到,股东会,51,38952
145991482_2025-10-13_天府文旅：《信息披露管理制度》（2025年10月）.PDF,成都新天府文化旅游发展股份有限公司,成都新天府文化旅游发展,未找到,信息披露管理制度,2025-10-01,信息披露管理办法,《中华人民共和国公司法》;《中华人民共和国证券法》;《上市公司信息披露管理办法》;《上市公司信息披露暂缓与豁免管理规定》;《深圳证券交易所股票上市规则》;《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》,145991470_2025-10-13_天府文旅：《成都新天府文化旅游发展股份有限公司章程》（2025年10月）.PDF,董事会,14,9244
145991491_2025-10-13_天府文旅：《股东会议事规则》（2025年10月）.PDF,成都新天府文化旅游发展股份有限公司,成都新天府文化旅游发展,未找到,股东会议事规则,2025-10-01,股东大会议事规则,《中华人民共和国公司法》;《中华人民共和国证券法》;《深圳证券交易所股票上市规则》;《上市公司股东会规则》;《成都新天府文化旅游发展股份有限公司章程》;《上市公司治理准则》,145991470_2025-10-13_天府文旅：《成都新天府文化旅游发展股份有限公司章程》（2025年10月）.PDF,股东会,17,11177
145991492_2025-10-13_天府文旅：《市值管理制度》（2025年10月）.PDF,成都新天府文化旅游发展股份有限公司,成都新天府文化旅游发展,未找到,市值管理制度,2025-10-01,其它治理制度,中华人民共和国公司法;中华人民共和国证券法;国务院关于加强监管防范风险推动资本市场高质量发展的若干意见;上市公司监管指引第10号——市值管理,145991470_2025-10-13_天府文旅：《成都新天府文化旅游发展股份有限公司章程》（2025年10月）.PDF,董事会,6,3586
145991493_2025-10-13_天府文旅：《董事会议事规则 》（2025年10月）.PDF,成都新天府文化旅游发展股份有限公司,成都新天府文化旅游发展,未找到,董事会议事规则,2025-10-01,董事会议事规则,中华人民共和国公司法；中华人民共和国证券法；上市公司治理准则；深圳证券交易所股票上市规则,145991470_2025-10-13_天府文旅：《成都新天府文化旅游发展股份有限公司章程》（2025年10月）.PDF,董事会,13,7811
145991504_2025-10-13_申万宏源：《申万宏源集团股份有限公司关联交易管理制度》修订条款对照表.PDF,申万宏源集团股份有限公司,申万宏源,未找到,申万宏源集团股份有限公司关联交易管理制度,未找到,关联交易制度,《中华人民共和国公司法》《中华人民共和国证券法》《上市公司治理准则》《深圳证券交易所股票上市规则》《深圳证券交易所上市公司自律监管指引第7号——交易与关联交易》《香港联合交易所有限公司证券上市规则》,145991507_2025-10-13_申万宏源：《申万宏源集团股份有限公司股东大会议事规则》修订条款对照表.PDF,股东会,28,17636
145991507_2025-10-13_申万宏源：《申万宏源集团股份有限公司股东大会议事规则》修订条款对照表.PDF,申万宏源集团股份有限公司,申万宏源集团,未找到,申万宏源集团股份有限公司股东大会议事规则,未找到,股东大会议事规则,中华人民共和国公司法;中华人民共和国证券法;上市公司股东大会议事规则;深圳证券交易所股票上市规则;香港联合交易所证券上市规则;申万宏源集团股份有限公司章程,145991504_2025-10-13_申万宏源：《申万宏源集团股份有限公司关联交易管理制度》修订条款对照表.PDF,股东会,34,24985
145991513_2025-10-13_申万宏源：《申万宏源集团股份有限公司章程》修订条款对照表.PDF,申万宏源集团股份有限公司,申万宏源,未找到,申万宏源集团股份有限公司章程,未找到,公司章程,中华人民共和国公司法;中华人民共和国证券法;上市公司章程指引,145991504_2025-10-13_申万宏源：《申万宏源集团股份有限公司关联交易管理制度》修订条款对照表.PDF,股东会,112,66584
145991518_2025-10-13_申万宏源：《申万宏源集团股份有限公司募集资金管理制度》修订条款对照表.PDF,申万宏源集团股份有限公司,申万宏源,未找到,《申万宏源集团股份有限公司募集资金管理制度》修订条款对照表,未找到,募集资金管理制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《上市公司证券发行注册管理办法》;《上市公司监管指引第2号——上市公司募集资金管理和使用的监管要求》;《上市公司监管指引第2号——上市公司募集资金管理和使用的监管要求》;《深圳证券交易所股票上市规则》;《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》;《上市公司独立董事管理办法(2025年修正)》;《主板上市公司规范运作》,145991504_2025-10-13_申万宏源：《申万宏源集团股份有限公司关联交易管理制度》修订条款对照表.PDF,未找到,10,6822
145991519_2025-10-13_申万宏源：《申万宏源集团股份有限公司独立非执行董事制度》修订条款对照表.PDF,申万宏源集团股份有限公司,申万宏源,未找到,申万宏源集团股份有限公司独立非执行董事制度,未找到,独立董事工作制度,未找到,145991504_2025-10-13_申万宏源：《申万宏源集团股份有限公司关联交易管理制度》修订条款对照表.PDF,股东会,5,3381
145991520_2025-10-13_申万宏源：《申万宏源集团股份有限公司董事会议事规则》修订条款对照表.PDF,申万宏源集团股份有限公司,申万宏源,未找到,申万宏源集团股份有限公司董事会议事规则,未找到,董事会议事规则,中华人民共和国公司法;上市公司治理准则;上市公司独立董事管理办法;深圳证券交易所股票上市规则;深圳证券交易所上市公司自律监管指引第1号--主板上市公司规范运作;国务院关于股份有限公司境外募集股份及上市的特别规定;到境外上市公司章程必备条款;香港联合交易所有限公司证券上市规则;申万宏源集团股份有限公司章程,145991504_2025-10-13_申万宏源：《申万宏源集团股份有限公司关联交易管理制度》修订条款对照表.PDF,董事会,23,10526
145991530_2025-10-13_申万宏源：《申万宏源集团股份有限公司对外担保管理制度》修订条款对照表.PDF,申万宏源集团股份有限公司,申万宏源,未找到,申万宏源集团股份有限公司对外担保管理制度,未找到,对外担保制度,中华人民共和国民法典;中华人民共和国公司法;中华人民共和国证券法;中华人民共和国担保法;上市公司治理准则;深圳证券交易所股票上市规则;香港上市规则;深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作,145991504_2025-10-13_申万宏源：《申万宏源集团股份有限公司关联交易管理制度》修订条款对照表.PDF,董事会,13,8774
145991531_2025-10-13_申万宏源：《申万宏源集团股份有限公司董事会审计委员会工作细则》（修订稿）.PDF,申万宏源集团股份有限公司,申万宏源,未找到,董事会审计委员会工作细则,未找到,董事会审计委员会议事规则,中华人民共和国公司法;上市公司治理准则;上市公司独立董事管理办法,145991504_2025-10-13_申万宏源：《申万宏源集团股份有限公司关联交易管理制度》修订条款对照表.PDF,董事会,11,5815
145991535_2025-10-13_可立克：公司章程.PDF,深圳可立克科技股份有限公司,可立克,未找到,深圳可立克科技股份有限公司章程,未找到,公司章程,《中华人民共和国公司法》；《中华人民共和国证券法》；《上市公司章程指引》；《深圳证券交易所股票上市规则》；《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》,未找到,股东会,53,36020
145991572_2025-10-13_瑞丰高材：公司章程（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,山东瑞丰高分子材料股份有限公司章程,2025-10-01,公司章程,《中华人民共和国公司法》;《中华人民共和国证券法》;《上市公司章程指引》;《深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作》,未找到,股东会,44,35712
145991573_2025-10-13_瑞丰高材：特定对象来访接待管理制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,特定对象来访接待管理制度,2025-10-01,投资者关系制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《深圳证券交易所创业板股票上市规则》,未找到,董事会,5,3149
145991574_2025-10-13_瑞丰高材：投资者关系管理制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,投资者关系管理制度,2025-10-01,投资者关系制度,中华人民共和国公司法;中华人民共和国证券法;上市公司治理准则;深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作,未找到,董事会,12,8580
145991575_2025-10-13_瑞丰高材：防范控股股东及其关联方资金占用制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,防范控股股东及其关联方资金占用制度,2025-10-01,关联交易制度,中华人民共和国公司法;中华人民共和国证券法;上市公司治理准则;深圳证券交易所创业板股票上市规则,未找到,股东会,5,3291
145991576_2025-10-13_瑞丰高材：内部审计制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,内部审计制度,2025-10-01,内部审计制度,中华人民共和国公司法;中华人民共和国证券法;中华人民共和国审计法;审计署关于内部审计工作的规定,未找到,董事会,7,4565
145991577_2025-10-13_瑞丰高材：股东会议事规则（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,股东会议事规则,2025-10-01,股东大会议事规则,中华人民共和国公司法;中华人民共和国证券法;上市公司股东会规则;深圳证券交易所创业板股票上市规则,未找到,股东会,15,11164
145991578_2025-10-13_瑞丰高材：年报信息披露重大差错责任追究制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,年报信息披露重大差错责任追究制度,2025-10-01,信息披露差错追究制度,《中华人民共和国公司法》;《中华人民共和国证券法》;《上市公司信息披露管理办法》;《上市公司治理准则》;《深圳证券交易所股票上市规则》;《中华人民共和国会计法》;《企业会计准则》;《公开发行证券的公司信息披露编报规则第15号——财务报告的一般规定》,未找到,董事会,4,2772
145991580_2025-10-13_瑞丰高材：关联交易决策制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,关联交易决策制度,2025-10-01,关联交易制度,中华人民共和国公司法;中华人民共和国证券法;深圳证券交易所创业板股票上市规则,未找到,股东会,8,6465
145991581_2025-10-13_瑞丰高材：董事会专门委员会工作细则（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,董事会专门委员会工作细则,2025-10-01,其它治理制度,中华人民共和国公司法;上市公司治理准则;上市公司独立董事管理办法;深圳证券交易所创业板股票上市规则;山东瑞丰高分子材料股份有限公司章程,未找到,董事会,16,9268
145991582_2025-10-13_瑞丰高材：董事会秘书工作细则（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,董事会秘书工作细则,2025-10-01,董事会秘书制度,中华人民共和国公司法;中华人民共和国证券法;上市公司治理准则,未找到,董事会,5,3607
145991583_2025-10-13_瑞丰高材：董事会审计委员会年报工作规程（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,董事会审计委员会年报工作规程,2025-10-01,董事会审计委员会议事规则,《山东瑞丰高分子材料股份有限公司章程》,未找到,董事会,3,1865
145991584_2025-10-13_瑞丰高材：董事和高级管理人员所持本公司股份及其变动管理办法（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,董事和高级管理人员所持本公司股份及其变动管理办法,2025-10-01,董监高持股变动管理制度,中华人民共和国公司法;中华人民共和国证券法;上市公司董事和高级管理人员所持本公司股份及其变动管理规则;深圳证券交易所上市公司自律监管指引第10号——股份变动管理;山东瑞丰高分子材料股份有限公司章程,未找到,董事会,5,3422
145991587_2025-10-13_瑞丰高材：外部信息使用人管理制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,外部信息使用人管理制度,2025-10-01,其它治理制度,中华人民共和国公司法;中华人民共和国证券法;上市公司信息披露管理办法;深圳证券交易所创业板股票上市规则;公司章程,未找到,董事会,3,2262
145991588_2025-10-13_瑞丰高材：内幕信息知情人登记管理制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,瑞丰高材,未找到,内幕信息知情人登记管理制度,2025-10-01,内幕信息知情人制度,中华人民共和国公司法;中华人民共和国证券法;上市公司信息披露管理办法;深圳证券交易所创业板股票上市规则;深圳证券交易所上市公司自律监管指引第5号——信息披露事务管理,145991572_2025-10-13_瑞丰高材：公司章程（2025年10月）.PDF,董事会,11,7562
145991589_2025-10-13_瑞丰高材：总经理工作细则（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,总经理工作细则,2025-10-01,总裁工作细则,中华人民共和国公司法;上市公司治理准则;深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作;山东瑞丰高分子材料股份有限公司章程,未找到,董事会,6,3441
145991590_2025-10-13_瑞丰高材：融资与对外担保管理制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,融资与对外担保管理制度,2025-10-01,对外担保制度,中华人民共和国公司法;中华人民共和国证券法;中华人民共和国担保法;深圳证券交易所创业板股票上市规则,未找到,股东会,7,4589
145991591_2025-10-13_瑞丰高材：对外投资管理制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,对外投资管理制度,2025-10-01,对外投资制度,中华人民共和国公司法;中华人民共和国证券法;深圳证券交易所创业板股票上市规则,未找到,股东会,7,5210
145991592_2025-10-13_瑞丰高材：独立董事专门会议工作细则（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,独立董事专门会议工作细则,2025-10-01,独立董事专门会议制度,中华人民共和国公司法;中华人民共和国证券法;上市公司治理准则;上市公司独立董事管理办法;深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作,未找到,董事会,2,1533
145991593_2025-10-13_瑞丰高材：董事、高级管理人员离职管理制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,董事、高级管理人员离职管理制度,2025-10-01,其他制度,中华人民共和国公司法;中华人民共和国证券法,未找到,董事会,4,3037
145991594_2025-10-13_瑞丰高材：董事和高级管理人员薪酬管理制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,董事和高级管理人员薪酬管理制度,2025-10-01,薪酬管理制度,中华人民共和国公司法;中华人民共和国证券法;深圳证券交易所创业板股票上市规则;深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作,未找到,董事会,5,2879
145991595_2025-10-13_瑞丰高材：董事会议事规则（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,董事会议事规则,2025-10-01,董事会议事规则,中华人民共和国公司法;中华人民共和国证券法;上市公司独立董事管理办法;深圳证券交易所创业板股票上市规则;山东瑞丰高分子材料股份有限公司章程,未找到,董事会,8,5229
145991597_2025-10-13_瑞丰高材：募集资金管理办法（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,募集资金管理办法,2025-10-01,募集资金管理制度,中华人民共和国公司法;中华人民共和国证券法;上市公司募集资金监管规则;深圳证券交易所上市公司自律监管指引第2号——创业板上市公司规范运作,未找到,股东会,11,8328
145991598_2025-10-13_瑞丰高材：会计师事务所选聘制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,山东瑞丰高分子材料,未找到,会计师事务所选聘制度,2025-10-01,会计师事务所选聘制度,中华人民共和国公司法;国有企业、上市公司选聘会计师事务所管理办法;深圳证券交易所创业板股票上市规则,未找到,股东会,7,5326
145991599_2025-10-13_瑞丰高材：控股子公司管理制度（2025年10月）.PDF,山东瑞丰高分子材料股份有限公司,瑞丰高材,未找到,控股子公司管理制度,2025-10-01,子公司管理制度,中华人民共和国公司法;中华人民共和国证券法;深圳证券交易所创业板股票上市规则;山东瑞丰高分子材料股份有限公司章程,145991572_2025-10-13_瑞丰高材：公司章程（2025年10月）.PDF,董事会,8,5818
