filename,公司全称,公司简称,公司代码,公告名称,落款日期,业绩分类,审计机构,签字会计师,审计意见,"审计费用（万元）/
会计师事务所报酬",营业收入（单位：元）-本期数据,营业收入（单位：元）-上期数据,营业收入（单位：元）-同比变动比例（%）,"归属于上市公司股东的净利润
（单位：元）-本期数据","归属于上市公司股东的净利润
（单位：元）-上期数据","归属于上市公司股东的净利润
（单位：元）-同比变动比例（%）",归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-本期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-上期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-同比变动比例（%）,"总资产/资产总额
（单位：元）-本期数据","总资产/资产总额
（单位：元）-上期数据","总资产/资产总额
（单位：元）-同比变动比例（%）","归属于上市公司股东的净资产
（单位：元）-本期数据","归属于上市公司股东的净资产
（单位：元）-上期数据","归属于上市公司股东的净资产
（单位：元）-同比变动比例（%）",经营活动产生的现金流量净额-本期数据,经营活动产生的现金流量净额-上期数据,经营活动产生的现金流量净额-同比变动比例（%）,基本每股收益（元／股）-本期数据,基本每股收益（元／股）-上期数据,基本每股收益（元／股）-同比变动比例（%）,加权平均净资产收益率（%）-本期数据,加权平均净资产收益率（%）-上期数据,加权平均净资产收益率（%）-同比变动比例（%）,资产负债率,目录,利润分配预案/利润分配方案,语言,精排,篇幅页码,字数,净利润（本期数据）,净利润（上期数据）,本期数据,上期数据,同比变动比例（%）,负债合计（本期数据）,负债和所有者权益（或股东权益）总计（本期数据）,董事会决议通过的本报告期利润分配预案或公积金转增股本预案,经本次董事会审议通过的利润分配预案为：,年度利润分配方案如下：
146006470_2025-10-23_成都智明达2025年第三季度报告.pdf,成都智明达电子股份有限公司,智明达,688636,成都智明达电子股份有限公司 2025 年第三季度报告,2025-10-24,扭亏为盈,未找到,未找到,未找到,未找到,"216,797,111.99","49,192,910.52",340.71,"43,689,068.03","-10,860,453.49",不适用,"42,103,171.21","-12,577,582.91",不适用,"1,824,342,659.31","1,528,864,677.20",19.33,"1,171,400,025.47","1,104,532,867.99",6.05,不适用,不适用,不适用,0.26,-0.10,不适用,3.80,-1.01,不适用,36.08%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;资产负债表;利润表;现金流量表,未找到,中文,否,12,9468,"81,987,113.36","-9,156,750.75","81,987,113.36","-9,156,750.75",不适用,"652,942,633.84","1,824,342,659.31",未找到,未找到,未找到
146006483_2025-10-23_吉视传媒股份有限公司2025年第三季度报告.pdf,吉视传媒股份有限公司,吉视传媒,601929,吉视传媒股份有限公司 2025 年第三季度报告,2025-10-24,亏损,未找到,未找到,未找到,未找到,"472,240,874.13","1,469,403,717.71",-7.27,"-114,274,407.49","-346,493,078.96",-0.11,"-116,130,110.62","-347,841,555.45",29.85,"12,654,190,413.10","13,072,785,903.05",-3.20,"5,004,814,150.35","5,366,047,007.69",-6.73,"104,133,275.42","123,416,272.29",-15.62,-0.0328,-0.0993,-0.31,-2.21,-6.69,-0.46,59.87%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,未找到,中文,否,15,14071,"-351,098,865.53","-310,403,333.20","-351,098,865.53","-310,403,333.20",未找到,"7,612,767,288.33","12,654,190,413.10",未找到,未找到,未找到
146006496_2025-10-23_浙江臻镭科技股份有限公司2025年第三季度报告.pdf,浙江臻镭科技股份有限公司,臻镭科技,688270,浙江臻镭科技股份有限公司 2025 年第三季度报告,2025-10-24,同比下降,未找到,未找到,未找到,未找到,"97,510,392.77","302,377,394.65",51.33,"38,643,930.67","100,963,583.50",337.49,"26,107,533.15","79,002,520.15",448.43,"2,394,749,154.56","2,236,565,115.12",7.07,"2,225,548,891.64","2,141,434,056.34",3.93,"11,319,097.01","21,530,484.11",不适用,0.18,0.47,350.00,1.74,4.61,增加 3.93 个百分点,70.24%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,未找到,中文,否,17,12603,"38,643,930.67","100,963,583.50","38,643,930.67","100,963,583.50",337.49,"169,200,262.92","2,394,749,154.56",未找到,未找到,未找到
146006505_2025-10-23_宁波富达2025年第三季度报告.pdf,宁波富达股份有限公司,宁波富达,600724,宁波富达股份有限公司2025年第三季度报告,2025-10-22,同比增长,未找到,未找到,未找到,未找到,"356,699,398.89","1,100,217,174.51",4.42,"53,093,050.24","169,028,815.49",26.50,"45,969,475.54","144,609,079.78",12.76,"4,069,607,990.50","4,209,179,911.88",-3.32,"2,852,925,244.48","2,885,727,964.24",-1.14,不适用,"249,777,157.01",不适用,0.0368,0.1170,26.90,1.8846,5.8230,增加 0.3671 个百分点,64.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,10976,"150,948,415.81","149,189,653.51","150,948,415.81","149,189,653.51",1.18,"860,227,064.76","4,069,607,990.50",未找到,未找到,未找到
146006522_2025-10-23_2025年第三季度报告.pdf,苏美达股份有限公司,苏美达,600710,苏美达股份有限公司2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"3,232,182,710.00","3,102,352,590.00",4.18,"457,856,200.00","429,599,600.00",6.58,"448,238,900.00","398,672,600.00",12.43,"60,080,520,058.24","54,904,093,851.55",9.43,"8,230,469,781.31","7,484,337,937.19",9.97,"449,200,826.86","4,008,163,394.55",-88.79,0.35,0.33,6.06,5.69,5.79,减少 0.1个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,未找到,中文,否,15,13209,"2,791,593,959.10","2,567,134,338.97","2,791,593,959.10","2,567,134,338.97",8.74,"44,375,113,913.46","60,080,520,058.24",未找到,未找到,未找到
146006527_2025-10-23_2025年第三季度报告.pdf,宁波太平鸟时尚服饰股份有限公司,太平鸟,603877,2025年第三季度报告,2025-10-23,同比下降,未找到,未找到,未找到,未找到,"1,318,629,178.74","1,394,205,870.56",-5.54,"-49,452,610.99","28,259,017.60",不适用,"-69,168,630.52","-55,459,629.05",不适用,"7,568,658,186.40","8,424,478,406.26",-10.16,"4,343,006,333.62","4,504,931,966.39",-3.59,不适用,"-74,468,440.32",不适用,-0.10,0.06,-73.91,-1.13,0.64,减少1.78个百分点,42.65%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,14,10438,"26,932,924.50","106,653,912.86","26,932,924.50","106,653,912.86",-74.72,"3,225,651,852.78","7,568,658,186.40",未找到,未找到,未找到
146006543_2025-10-23_宁波精达2025年第三季度报告.pdf,宁波精达成形装备股份有限公司,宁波精达,603088,宁波精达成形装备股份有限公司2025年第三季度报告,2025-10-24,同比下降,未找到,未找到,未找到,未找到,"148,723,105.00","17,163,447.01",-19.97,"10,826,206.63","75,878,861.94",-65.14,"10,736,237.81","71,778,648.18",-65.53,"1,941,454,235.14","1,386,454,455.86",40.03,"1,094,640,176.14","777,897,888.21",40.72,"137,297,094.24","97,481,535.42",40.84,0.02,0.16,-71.43,0.76,7.92,-8.34,42.38%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,9701,"79,138,453.99","121,369,534.28","79,138,453.99","121,369,534.28",-34.78,"822,808,925.82","1,941,454,235.14",未找到,未找到,未找到
146006545_2025-10-23_天臣医疗2025年第三季度报告.pdf,天臣国际医疗科技股份有限公司,天臣医疗,688013,天臣国际医疗科技股份有限公司2025年第三季度报告,2025-10-24,同比增长,未找到,未找到,未找到,未找到,"87,663,076.62",未找到,26.40,"23,734,176.27",未找到,70.74,"21,915,841.95",未找到,72.61,"676,021,270.25","637,240,337.63",6.09,"599,615,312.18","581,426,165.19",3.13,"63,784,159.86","38,520,695.40",65.58,0.30,未找到,76.47,4.06,未找到,增加 1.72 个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,14,9268,"71,945,750.36","42,751,708.14","71,945,750.36","42,751,708.14",68.29,"76,405,958.07","676,021,270.25",未找到,未找到,未找到
146006551_2025-10-23_上海派能能源科技股份有限公司2025年第三季度报告.pdf,上海派能能源科技股份有限公司,派能科技,688063,上海派能能源科技股份有限公司 2025 年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"863,219,833.41","2,012,561,574.01",56.13,"33,939,747.32","47,851,490.36",94.01,"8,632,419.31","-16,915,627.00",不适用,"12,782,244,396.61","11,662,789,188.41",9.60,"9,144,829,327.21","9,174,905,768.15",-0.33,不适用,"358,008,446.41",不适用,0.14,0.20,40.00,0.37,0.52,增加 0.18 个百分点,28.72%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;1. 报告期内主要经营情况;2. 公司控股股东增持公司股份计划实施情况;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,10986,"41,779,189.73","36,734,989.27","41,779,189.73","36,734,989.27",13.75,"3,615,039,674.59","12,782,244,396.61",未找到,未找到,未找到
146006562_2025-10-23_2025年第三季度报告.pdf,麦加芯彩新材料科技（上海）股份有限公司,麦加芯彩,603062,麦加芯彩新材料科技（上海）股份有限公司 2025 年第三季度报告,2025-10-22,同比增长,未找到,未找到,未找到,未找到,"460,955,773.69",未找到,-27.54,"55,309,214.95",未找到,-16.26,"47,836,537.84",未找到,-11.68,"2,962,275,831.37","3,360,224,464.77",-11.84,"2,041,594,543.07","2,060,341,743.62",-0.91,"-62,572,963.68","117,535,232.68",不适用,0.52,1.56,-16.13,2.69,7.9,减少 0.55 个百分点,31.18%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,9955,"165,396,797.32","140,015,770.98","165,396,797.32","140,015,770.98",18.13,"920,681,288.30","2,962,275,831.37",未找到,未找到,未找到
146006575_2025-10-23_三孚股份：2025年第三季度报告.pdf,唐山三孚硅业股份有限公司,三孚股份,603938,唐山三孚硅业股份有限公司 2025 年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"539,849,977.57",未找到,23.52,"25,677,214.03",未找到,162.25,"22,502,998.13",未找到,364.77,"3,289,673,142.00","3,105,380,127.91",5.93,"2,484,485,195.01","2,426,616,338.97",2.38,"43,774,341.74","93,075,626.64",-52.97,0.07,0.17,250.00,1.04,2.61,增加 0.63 个百分点,24.63%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,11,8445,"63,944,878.46","47,985,725.19","63,944,878.46","47,985,725.19",33.00,"803,193,073.67","3,289,673,142.00",未找到,未找到,未找到
146006613_2025-10-23_江山欧派2025年第三季度报告.pdf,江山欧派门业股份有限公司,江山欧派,603208,江山欧派门业股份有限公司2025年第三季度报告,2025-10-23,亏损,未找到,未找到,未找到,未找到,"416,333,725.31","1,284,120,418.56",-48.92,"-51,579,605.52","-41,492,046.01",不适用,"-61,063,532.80","-88,356,527.25",不适用,"3,262,531,266.41","3,742,524,202.62",-12.83,"1,237,588,151.18","1,312,519,576.37",-5.71,"-283,648.08","-11,573,319.04",不适用,-0.29,-0.24,不适用,-4.08,-3.24,减少8.40个百分点,62.32%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;（1）股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;（2）其他提醒事项;1、担保事项进展;2、应收账款保理业务;3、可转换公司债券;（3）季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,14,11668,"-41,492,046.01","162,775,458.66","-41,492,046.01","162,775,458.66",不适用,"2,024,943,115.23","3,262,531,266.41",未找到,未找到,未找到
146006634_2025-10-23_2025年第三季度报告.pdf,苏州伟创电气科技股份有限公司,伟创电气,688698,苏州伟创电气科技股份有限公司 2025 年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"452,503,277.21","1,349,878,534.00",17.24,"83,709,038.67","224,623,778.61",10.03,"74,950,830.18","212,928,771.82",2.04,"3,636,475,730.03","3,073,967,764.61",18.30,"2,315,173,380.67","2,092,499,008.86",10.64,"-18,711,735.09","-40,557,116.18",不适用,0.39,1.06,8.33,3.68,10.15,减少 0.01 个百分点,33.01%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,10609,"220,676,897.63","204,362,677.63","220,676,897.63","204,362,677.63",7.49,"1,290,908,463.22","3,636,475,730.03",未找到,未找到,未找到
146006657_2025-10-23_北京大豪科技股份有限公司2025年第三季度报告.pdf,北京大豪科技股份有限公司,大豪科技,603025,北京大豪科技股份有限公司2025年第三季度报告,2025-10-24,同比增长,未找到,未找到,未找到,未找到,"744,789,478.45","2,227,854,242.69",23.19,"202,006,250.06","600,773,012.02",18.35,"216,354,938.80","615,844,451.49",27.77,"4,915,585,821.44","4,412,490,463.83",11.40,"2,607,407,367.12","2,386,298,458.03",9.27,"30,117,377.92","216,398,868.75",30.06,0.18,0.54,20.00,8.89,24.31,增加 0.75 个百分点,39.80%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,9,8876,"634,180,951.58","520,141,765.00","634,180,951.58","520,141,765.00",21.92,"1,985,109,963.33","4,915,585,821.44",未找到,未找到,未找到
146006667_2025-10-23_三生国健：2025年第三季度报告.pdf,三生国健药业（上海）股份有限公司,三生国健,688336,2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,473982700,355500000,38.27,208537800,103400000,101.41,195064200,137800000,114.85,8811099100,5965027300,47.71,5898693700,5567642100,5.95,281324120,182689200,1439.91,0.34,0.65,100.00,3.63,6.95,增加1.58个百分点,33.73%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,14,10084,389706600,222757400,389706600,222757400,74.92,2952323700,8811099100,未找到,未找到,未找到
146006680_2025-10-23_2025年第三季度报告.pdf,江西省盐业集团股份有限公司,江盐集团,601065,江西省盐业集团股份有限公司 2025 年第三季度报告,2025-10-24,同比下降,未找到,未找到,未找到,未找到,"549,633,906.86","1,692,121,680.43",-8.09,"48,070,653.52","195,749,208.47",-44.52,"48,860,301.95","183,814,226.83",-40.30,"5,682,864,476.70","5,661,109,537.18",0.38,"4,425,016,075.92","4,374,335,137.29",1.16,"385,367,440.61","493,118,691.79",-21.85,0.07,0.30,-46.15,1.09,4.42,减少 3.89 个百分点,20.98%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,9226,"202,865,975.00","371,124,814.04","202,865,975.00","371,124,814.04",-45.28,"1,191,783,377.77","5,682,864,476.70",未找到,未找到,未找到
146006684_2025-10-23_方盛制药2025年第三季度报告.pdf,湖南方盛制药股份有限公司,方盛制药,603998,湖南方盛制药股份有限公司2025年第三季度报告,2025-10-22,同比增长,未找到,未找到,未找到,未找到,"419,066,326.48","438,927,755.58",-4.26,"99,044,621.31","91,056,588.00",8.49,"71,203,910.39","52,485,607.00",36.37,"3,031,502,836.90","3,266,573,464.59",-7.20,"1,672,016,819.10","1,622,965,416.79",3.02,"224,876,245.74","116,987,327.81",92.22,0.22,0.20,4.76,5.70,5.98,减少 0.28 个百分点,42.17%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;（一）期内事项;（二）期后事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,11664,"265,351,950.55","227,396,741.19","265,351,950.55","227,396,741.19",16.68,"1,279,315,587.93","3,031,502,836.90",未找到,未找到,未找到
146006688_2025-10-23_2025年第三季度报告.pdf,安徽皖仪科技股份有限公司,皖仪科技,688600,安徽皖仪科技股份有限公司 2025 年第三季度报告,2025-10-23,扭亏为盈,未找到,未找到,未找到,未找到,"210,879,742.25",未找到,32.59,"24,715,658.64",未找到,"1,033.18","15,009,739.63",未找到,不适用,"1,298,353,756.44","1,201,819,195.09",8.03,"759,965,519.92","792,297,427.81",-4.08,不适用,未找到,不适用,0.20,未找到,"1,900.00",3.31,未找到,增加 3.02 个百分点,34.56%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,9242,"25,762,709.50","-26,683,108.65","25,762,709.50","-26,683,108.65",不适用,"538,388,236.52","1,298,353,756.44",未找到,未找到,未找到
146006719_2025-10-23_南华期货股份有限公司2025年第三季度报告.pdf,南华期货股份有限公司,南华期货,603093,南华期货股份有限公司 2025 年第三季度报告,2025-10-23,同比下降,未找到,未找到,未找到,未找到,"347,251,283.80","1,823,675,128.93",-0.98,"120,194,752.34","128,147,029.13",-6.21,"120,183,751.43","127,502,001.20",-5.74,"64,079,043,944.29","48,863,396,701.97",31.14,"4,394,664,735.54","4,115,254,867.13",6.79,"7,270,475,382.60","6,762,648,557.60",7.51,0.20,0.21,-4.76,2.76,3.18,减少0.42个百分点,90.27%,一、主要财务数据;（一）主要会计数据和财务指标;（二）母公司的净资本及风险控制指标;（三）非经常性损益项目和金额;（四）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,10,9308,"351,836,853.51","358,519,965.22","351,836,853.51","358,519,965.22",-1.86,"59,674,374,784.89","64,079,043,944.29",未找到,未找到,未找到
146006725_2025-10-23_华夏银行2025年第三季度报告.pdf,华夏银行股份有限公司,华夏银行,600015,华夏银行股份有限公司2025年第三季度报告,2025-10-22,同比增长,未找到,未找到,未找到,未找到,19359000000,22781000000,-15.02,6512000000,6051000000,7.62,6525000000,6525000000,7.39,4586358000000,4376491000000,4.8,368569000000,361982000000,1.82,88871000000,-7451000000,不适用,0.38,0.38,持平,1.98,1.98,下降0.12个百分点,91.42%,1 主要财务数据;1.1 主要会计数据和财务指标;1.2 非经常性损益项目和金额;1.3 主要会计数据、财务指标发生变动的情况、原因;1.4 本集团经营情况分析;2 报告期末普通股股东总数、前十名普通股股东、前十名无限售条件的普通股股东持股情况表;3 银行业务数据;3.1 资本充足率及杠杆率;3.2 流动性覆盖率信息;3.3 贷款资产质量情况;3.4 其他主要监管指标;3.5 其他与经营情况有关的重要信息,未找到,中文,否,15,11521,6512000000,6051000000,6512000000,6051000000,7.62,4213751000000,4586358000000,未找到,未找到,未找到
146006731_2025-10-23_中国中材国际工程股份有限公司2025年第三季度报告.pdf,中国中材国际工程股份有限公司,中材国际,600970,中国中材国际工程股份有限公司2025年第三季度报告,2025-10-24,同比增长,未找到,未找到,未找到,未找到,"1,132,165.39","3,299,781.90",4.48,"65,276.89","207,376.31",-1.18,"61,202.21","185,094.84",-5.73,"6,085,490.50","5,874,585.71",3.59,"2,215,758.44","2,115,540.89",4.94,不适用,"-62,911.06",不适用,0.25,0.79,-,2.99,9.61,减少0.33个百分点,59.87%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,未找到,中文,否,16,14802,"2,230,746,620.62","2,173,786,111.23","2,230,746,620.62","2,173,786,111.23",2.61,"36,957,652,602.43","60,854,905,026.30",未找到,未找到,未找到
146006755_2025-10-23_莱绅通灵2025年第三季度报告.pdf,莱绅通灵珠宝股份有限公司,莱绅通灵,603900,2025年第三季度报告,2025-10-24,扭亏为盈,未找到,未找到,未找到,未找到,"329,652,988.39",未找到,33.26,"8,478,788.87",未找到,不适用,"11,644,584.36","81,924,208.93",不适用,"2,264,464,029.87","2,283,546,377.34",-0.84,"1,980,384,665.27","1,909,519,494.53",3.71,不适用,"91,431,587.92",不适用,0.02,0.20,不适用,0.43,3.55,增加5.76个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;前10名无限售条件股东持股情况（不含通过转融通出借股份）;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,公司2025年第三季度拟每股派发现金红利0.10元，不送红股、不以公积金转增股本。,中文,否,13,9515,"69,088,225.90","-46,387,685.85","69,088,225.90","-46,387,685.85",未找到,"286,019,762.91","2,264,464,029.87",公司2025年第三季度拟每股派发现金红利0.10元，不送红股、不以公积金转增股本。,公司2025年第三季度拟每股派发现金红利0.10元，不送红股、不以公积金转增股本。,公司2025年第三季度拟每股派发现金红利0.10元，不送红股、不以公积金转增股本。
146006807_2025-10-23_2025年第三季度报告.pdf,石家庄科林电气股份有限公司,科林电气,603050,2025年第三季度报告,2025-10-24,同比增长,未找到,未找到,未找到,未找到,"1,071,657,831.94","3,215,640,096.43",27.27%,"56,523,157.30","217,326,154.42",705.48%,"47,992,943.26","190,228,379.12",1438.37%,"4,961,928,024.01","5,183,301,172.06",-4.27%,"1,829,689,899.46","1,665,044,238.93",9.89%,"305,093,819.10",不适用,4621.88%,0.1401,0.5388,705.47%,3.14%,12.38%,增加 2.71 个百分点,62.55%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,未找到,中文,否,17,14173,"217,588,326.69","150,036,017.74","217,588,326.69","150,036,017.74",45.03%,"3,105,269,615.81","4,961,928,024.01",未找到,未找到,未找到
146006871_2025-10-23_江西国泰集团股份有限公司2025年第三季度报告.pdf,江西国泰集团股份有限公司,国泰集团,603977,江西国泰集团股份有限公司 2025 年第三季度报告,2025-10-22,同比下降,未找到,未找到,未找到,未找到,"542,533,394.26","1,601,339,765.75",-5.97,"68,691,882.87","189,987,649.31",-16.24,"57,210,485.21","170,221,889.58",-20.84,"6,209,979,664.29","5,686,552,636.81",9.20,"3,347,406,922.94","3,213,751,547.26",4.16,"8,881,264.83","172,789,393.08",-94.86,0.11,0.31,-15.38,2.07,5.77,下降 0.48 个百分点,38.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,19,13921,"189,485,491.06","248,042,601.22","189,485,491.06","248,042,601.22",-23.64,"2,431,542,701.42","6,209,979,664.29",未找到,未找到,未找到
